Influencer ID,Influencer Name,Username,Follower Count,Following Count,Total Posts,Average Likes per Post,Average Comments per Post,Engagement Rate (%),Post Type,Hashtags Used,Post Reach,Post Impressions,Story Views,Sponsorship Deals,Brand Collaborations,Country,Content Category,Verified Account,Monetization Status
INF3457,David Smith,james_anderson99,556344,260,2337,20005,1518,3.87,Video,#foodie,319470,621682,,2,40,Canada,Tech,No,Inactive
INF3577,Ethan White,emily_davis90,4232801,778,2791,67330,4591,1.7,Story,"#music, #love",2511963,4773744,1627653,10,50,Canada,Photography,Yes,Inactive
INF7123,Emily Davis,alice_johnson16,4089083,354,1370,320049,21522,8.35,Story,"#love, #travel, #tech, #fitness",1441645,2819621,985769,9,32,India,Music,No,Active
INF3745,David Smith,olivia_taylor30,3831725,667,1252,190398,16345,5.4,Story,"#gaming, #tech",2291188,3310717,1488959,4,32,Canada,Travel,Yes,Inactive
INF6766,Alice Johnson,david_smith36,2532269,625,4240,62029,4205,2.62,Story,"#beauty, #foodie, #fashion, #instagood",1964502,2814956,669274,4,2,Italy,Travel,Yes,Active
INF5045,James Anderson,olivia_taylor79,3036082,248,1119,257489,14326,8.95,Reel,"#fitness, #foodie, #beauty",2109954,2969034,,19,14,Japan,Music,No,Active
INF2850,David Smith,david_smith51,3378022,336,2285,298027,8512,9.07,Story,"#travel, #fitness, #gaming",1346678,2360346,687595,11,17,France,Food,No,Active
INF7025,Ethan White,daniel_martinez97,1165694,197,1069,75005,6273,6.97,Video,"#tech, #travel",702843,1044476,,2,11,Brazil,Fashion,No,Inactive
INF8262,Alice Johnson,ethan_white89,2126354,619,2753,203378,16428,10.34,Photo,"#tech, #travel, #fitness, #foodie, #instagood",1653550,3264031,,3,26,Canada,Photography,No,Inactive
INF5358,Olivia Taylor,ethan_white79,4726098,742,1060,238844,6812,5.2,Story,"#fashion, #travel, #tech, #foodie",3318516,4263640,1690916,5,2,France,Beauty,No,Inactive
INF3690,Daniel Martinez,olivia_taylor86,1915143,730,3255,190588,5834,10.26,Photo,#tech,512660,764941,,15,11,Germany,Travel,No,Inactive
INF6325,Daniel Martinez,emily_davis35,2286801,944,4624,211240,20282,10.12,Story,#gaming,1384661,2205785,638295,7,50,France,Photography,Yes,Inactive
INF7986,Michael Brown,james_anderson55,1218400,147,1496,89212,8039,7.98,Reel,"#instagood, #fitness",794862,1406164,,4,4,Australia,Comedy,No,Inactive
INF2075,Alice Johnson,michael_brown87,4462347,931,3831,226097,7790,5.24,Reel,"#tech, #foodie, #gaming",1433390,2347930,,19,50,USA,Fashion,Yes,Inactive
INF9315,James Anderson,david_smith20,1933402,617,3727,95179,5105,5.19,Story,"#fitness, #instagood, #gaming, #beauty, #foodie",1430581,2485144,972799,3,43,Australia,Fitness,Yes,Inactive
INF6549,Olivia Taylor,olivia_taylor78,1614467,946,4471,69438,4992,4.61,Video,"#fashion, #beauty, #love, #fitness",736162,1291481,,6,25,India,Gaming,No,Active
INF6400,Isabella Thomas,james_anderson77,3953475,164,2205,184855,5983,4.83,Story,"#beauty, #tech, #fashion, #love",2021491,3471363,1355733,20,30,UK,Fashion,No,Inactive
INF4496,David Smith,daniel_martinez80,1410095,756,3185,62821,2477,4.63,Photo,"#instagood, #foodie, #travel, #love, #music",592439,988523,,10,9,Germany,Fashion,Yes,Active
INF2280,James Anderson,ethan_white64,3685552,718,3973,128786,9525,3.75,Story,"#fashion, #tech",1307618,2009011,845541,8,11,Germany,Food,Yes,Active
INF3402,David Smith,michael_brown41,4934815,709,940,127116,5657,2.69,Photo,#tech,2097436,2650463,,4,12,USA,Tech,Yes,Inactive
INF6944,Alice Johnson,isabella_thomas28,1161826,921,3568,32713,3261,3.1,Photo,"#fashion, #instagood, #foodie",501353,859168,,20,17,Australia,Photography,No,Active
INF7148,Sophia Wilson,ethan_white59,3920949,87,2709,94703,6849,2.59,Video,#love,2972803,3654996,,16,23,Brazil,Comedy,Yes,Inactive
INF9807,David Smith,michael_brown75,3087168,998,1277,204367,16565,7.16,Reel,"#beauty, #fitness, #instagood, #travel, #gaming",1267127,2255251,,13,48,UK,Photography,Yes,Inactive
INF4283,Isabella Thomas,emily_davis40,433050,927,2685,20461,1480,5.07,Video,"#beauty, #music, #tech, #love",224004,297639,,20,36,Brazil,Food,Yes,Active
INF2747,Ethan White,michael_brown12,2131250,77,3898,165158,11618,8.29,Photo,"#instagood, #love, #fitness",1077590,1450691,,16,28,Brazil,Fitness,Yes,Inactive
INF2323,Emily Davis,daniel_martinez74,4935926,486,2846,442122,12201,9.2,Reel,"#beauty, #foodie, #fitness, #love, #travel",1091719,1931582,,18,47,Brazil,Tech,Yes,Inactive
INF7228,Daniel Martinez,david_smith83,266860,422,4308,2306,196,0.94,Story,"#instagood, #tech, #fitness, #beauty, #foodie",88098,166856,52508,17,23,India,Food,No,Inactive
INF3645,James Anderson,emily_davis61,995436,909,3533,48602,4652,5.35,Photo,"#travel, #fashion, #love, #gaming, #tech",725809,1307126,,7,22,USA,Beauty,Yes,Active
INF8144,Sophia Wilson,alice_johnson76,2742127,919,3722,94696,6044,3.67,Video,"#travel, #foodie, #love, #fashion, #tech",826073,1601455,,3,23,UK,Photography,No,Inactive
INF7416,David Smith,olivia_taylor58,1790792,247,1456,163169,12194,9.79,Reel,"#fitness, #foodie, #beauty, #gaming",1076117,1576724,,11,32,Australia,Photography,No,Active
INF8360,James Anderson,michael_brown81,2381615,607,1748,233482,14781,10.42,Story,"#tech, #fitness, #gaming, #love, #fashion",1040761,1805315,481158,0,13,Germany,Travel,No,Active
INF1041,David Smith,alice_johnson30,3100894,197,3348,274670,6900,9.08,Photo,"#instagood, #travel, #beauty",1568069,2443802,,16,19,France,Beauty,No,Inactive
INF7803,David Smith,emily_davis89,1445820,424,1268,138818,8593,10.2,Video,"#fitness, #foodie, #fashion",705007,1170837,,17,9,Italy,Tech,Yes,Active
INF6280,Emily Davis,isabella_thomas32,2767858,953,3920,213119,6635,7.94,Photo,#music,1965623,2778871,,11,32,Japan,Fashion,Yes,Inactive
INF4293,Michael Brown,isabella_thomas40,1353247,937,3511,46364,2377,3.6,Reel,#gaming,558710,698484,,15,18,Australia,Food,Yes,Inactive
INF5983,Olivia Taylor,david_smith78,726427,429,3220,56874,5084,8.53,Photo,"#music, #beauty, #foodie, #travel, #fitness",530123,645135,,6,24,India,Beauty,No,Active
INF4717,Alice Johnson,daniel_martinez13,1825224,631,3335,104411,6727,6.09,Photo,#fitness,1345483,2606595,,11,34,Japan,Music,Yes,Active
INF8998,James Anderson,david_smith98,4458899,741,1841,115814,11333,2.85,Reel,"#gaming, #tech, #fitness",1731392,3051238,,6,45,Brazil,Tech,No,Active
INF9622,James Anderson,emily_davis65,653564,412,4215,3620,125,0.57,Reel,"#love, #fashion, #beauty, #tech, #fitness",194217,331267,,15,15,Germany,Fashion,Yes,Inactive
INF3813,James Anderson,isabella_thomas75,2455381,382,636,213016,16048,9.33,Video,"#love, #beauty, #fitness",1487112,2767800,,8,13,France,Comedy,Yes,Inactive
INF4424,James Anderson,ethan_white90,1438752,665,3817,34393,875,2.45,Photo,"#music, #fashion",476823,829120,,18,33,UK,Fitness,No,Inactive
INF4565,Isabella Thomas,sophia_wilson69,4302183,234,1882,244908,12486,5.98,Story,"#fitness, #music",3360641,5048036,2166738,17,36,France,Tech,No,Inactive
INF4995,Daniel Martinez,ethan_white46,1810289,277,2619,37299,3598,2.26,Photo,"#fashion, #travel, #love, #tech, #gaming",799984,1391034,,3,5,Australia,Comedy,No,Active
INF2319,Daniel Martinez,emily_davis49,3244071,154,606,35823,1789,1.16,Story,"#music, #travel, #fashion, #beauty",2428237,3129614,1573293,10,35,India,Fitness,Yes,Inactive
INF7584,Ethan White,emily_davis21,3442772,931,1412,173639,15167,5.48,Story,"#love, #music, #fashion",2607681,3923504,1658815,7,23,USA,Tech,No,Inactive
INF8881,Olivia Taylor,ethan_white89,1307912,133,3121,20165,1458,1.65,Reel,"#fitness, #instagood",353261,447743,,19,20,France,Food,Yes,Active
INF9192,Michael Brown,david_smith96,1421272,204,471,45085,4473,3.49,Video,"#instagood, #love, #tech, #foodie",895825,1754010,,19,13,Brazil,Travel,No,Active
INF1313,Olivia Taylor,james_anderson74,4475636,828,4899,417023,25906,9.9,Photo,"#beauty, #gaming, #instagood",3492572,5434314,,2,39,Australia,Food,No,Active
INF5654,James Anderson,david_smith79,3082040,672,4344,223535,19242,7.88,Reel,"#love, #instagood, #fashion, #tech",1466201,1880865,,4,30,Canada,Music,No,Inactive
INF9372,Emily Davis,ethan_white25,1507361,437,3940,109531,8188,7.81,Story,"#gaming, #love, #fashion",948498,1429936,582430,16,10,USA,Food,Yes,Active
INF1758,James Anderson,james_anderson28,4176165,944,3144,413299,30386,10.62,Photo,"#fitness, #music, #foodie, #instagood",2238352,4241802,,20,34,USA,Fashion,No,Inactive
INF7606,Sophia Wilson,alice_johnson90,4234804,318,897,98947,4586,2.44,Reel,"#travel, #beauty, #foodie",1523639,1882650,,7,37,Germany,Gaming,Yes,Active
INF1965,Sophia Wilson,emily_davis50,2078678,790,4609,162736,12021,8.41,Story,"#instagood, #tech, #music, #fitness, #fashion",1414351,2630775,439051,11,49,UK,Comedy,No,Inactive
INF2239,James Anderson,ethan_white76,1015973,452,574,62511,5905,6.73,Reel,"#love, #tech, #beauty",557439,761010,,14,6,France,Tech,No,Inactive
INF3284,Alice Johnson,emily_davis93,2971855,353,4175,260752,7268,9.02,Reel,"#beauty, #instagood, #love, #gaming",2374756,3611516,,0,47,Canada,Tech,No,Inactive
INF3422,Emily Davis,sophia_wilson22,254619,870,1999,22796,1437,9.52,Story,"#instagood, #beauty, #love",187107,286745,118213,2,14,USA,Beauty,Yes,Active
INF9752,Emily Davis,michael_brown63,2927088,815,3202,59590,5498,2.22,Story,"#music, #fitness, #love",1075146,1934110,722000,5,10,France,Gaming,Yes,Active
INF8441,Michael Brown,olivia_taylor79,4085420,235,2628,286995,8844,7.24,Story,"#fitness, #gaming, #instagood, #love",2233954,3161061,1130524,11,3,Australia,Comedy,Yes,Active
INF7852,David Smith,david_smith42,2028649,699,1540,175670,17193,9.51,Video,"#beauty, #gaming, #instagood",445339,609532,,20,39,Canada,Comedy,No,Active
INF1096,Olivia Taylor,alice_johnson54,143738,757,1481,10105,1005,7.73,Reel,#instagood,68507,124684,,15,8,India,Fitness,No,Inactive
INF9858,Sophia Wilson,david_smith51,3643919,296,533,210327,16965,6.24,Photo,"#beauty, #music",2637162,4674120,,5,6,France,Beauty,Yes,Active
INF9592,Michael Brown,david_smith74,4103894,416,3694,297854,13747,7.59,Reel,#music,2951614,5758260,,7,46,Brazil,Gaming,Yes,Active
INF2275,Ethan White,isabella_thomas99,1938495,382,3582,177904,10577,9.72,Story,"#tech, #music, #instagood",807851,1219417,502263,1,45,Canada,Fitness,No,Inactive
INF6753,David Smith,michael_brown71,3865206,690,1043,205147,10977,5.59,Reel,"#foodie, #instagood",1367897,2410320,,10,29,Brazil,Photography,Yes,Inactive
INF7177,Alice Johnson,emily_davis23,3867012,418,177,212500,14877,5.88,Photo,"#travel, #fitness, #foodie, #instagood",2485740,3500954,,13,48,France,Fitness,Yes,Inactive
INF9704,Daniel Martinez,james_anderson77,360831,463,1352,21810,1716,6.52,Reel,"#music, #travel, #love, #instagood, #fitness",256105,413054,,15,10,France,Comedy,Yes,Active
INF2422,Sophia Wilson,alice_johnson61,3172756,694,1279,69786,3360,2.31,Reel,#tech,1241855,1993983,,7,17,India,Tech,Yes,Inactive
INF4901,Daniel Martinez,ethan_white92,133083,953,2138,1918,106,1.52,Video,"#music, #instagood",105139,127604,,7,47,Brazil,Tech,No,Inactive
INF8874,Olivia Taylor,james_anderson98,1810674,751,4258,62098,1271,3.5,Story,"#foodie, #beauty, #fitness, #music, #gaming",1096701,1969319,718053,8,11,India,Beauty,No,Active
INF7738,Emily Davis,olivia_taylor95,3117543,153,3172,63482,1975,2.1,Photo,"#beauty, #love",798384,1009140,,12,28,Italy,Fitness,No,Inactive
INF9883,Emily Davis,emily_davis82,3688664,107,815,339224,28318,9.96,Story,"#music, #love, #fashion, #beauty",2417671,3195446,1684974,12,22,France,Gaming,No,Inactive
INF8527,Sophia Wilson,james_anderson72,3322802,375,4155,257035,23182,8.43,Video,"#tech, #fashion, #instagood, #foodie, #travel",1363153,1641971,,14,1,Japan,Photography,Yes,Active
INF4007,Ethan White,sophia_wilson12,469354,564,3099,3830,269,0.87,Video,"#travel, #foodie",352096,603843,,2,19,Brazil,Food,No,Active
INF8021,Sophia Wilson,olivia_taylor25,2187281,484,909,146520,5921,6.97,Photo,"#music, #tech",985958,1580046,,10,6,Australia,Gaming,Yes,Active
INF3818,Emily Davis,alice_johnson11,3075810,231,2915,263626,9280,8.87,Photo,"#travel, #love, #tech, #music",1767634,3464059,,18,17,USA,Gaming,No,Inactive
INF4648,James Anderson,daniel_martinez98,3618080,448,4045,311521,12545,8.96,Story,"#music, #fashion, #fitness, #beauty",1453259,2414021,580277,17,34,Australia,Fitness,No,Active
INF3602,Emily Davis,alice_johnson64,3310322,682,4265,265893,19037,8.61,Photo,"#gaming, #fashion",2206842,3879693,,2,36,Germany,Photography,Yes,Inactive
INF8616,Sophia Wilson,ethan_white67,1488497,579,1255,48838,4553,3.59,Story,"#foodie, #tech",843548,1363293,264877,10,40,Australia,Travel,No,Active
INF4384,Ethan White,daniel_martinez43,2814907,788,4145,63862,2281,2.35,Photo,"#love, #fashion, #travel, #fitness",1615122,2947867,,2,2,Canada,Food,No,Active
INF8706,Emily Davis,alice_johnson55,3775525,175,3186,53863,1578,1.47,Story,#gaming,2169614,3771782,1045223,15,7,India,Music,No,Active
INF7001,Ethan White,isabella_thomas66,2535791,756,315,224253,11179,9.28,Photo,"#travel, #tech, #fashion, #love, #instagood",877465,1711594,,17,4,Australia,Photography,No,Active
INF2670,Ethan White,emily_davis95,1509698,345,3967,70854,5577,5.06,Video,"#travel, #fashion",974104,1581713,,20,4,Brazil,Fashion,Yes,Inactive
INF2861,Sophia Wilson,olivia_taylor90,2550469,333,2466,220759,13755,9.19,Video,"#tech, #love",1018025,1239747,,17,20,India,Gaming,No,Inactive
INF3117,Michael Brown,alice_johnson36,3369890,710,2593,197630,6985,6.07,Video,"#fashion, #tech",2624968,4710980,,19,7,France,Food,No,Inactive
INF1012,Michael Brown,michael_brown65,3309322,732,614,59928,4021,1.93,Story,"#gaming, #music, #travel",2164098,4198282,1061986,14,31,Japan,Food,No,Inactive
INF5866,David Smith,sophia_wilson31,4533513,409,297,86444,8605,2.1,Reel,"#love, #foodie, #gaming, #travel, #music",3575963,6576247,,19,50,France,Fashion,No,Inactive
INF6887,Emily Davis,david_smith85,2818725,410,3347,269833,19026,10.25,Reel,"#fitness, #beauty, #travel, #fashion, #foodie",1562010,2835741,,8,39,Canada,Fitness,Yes,Active
INF4287,Daniel Martinez,daniel_martinez30,2371897,301,2853,19587,1410,0.89,Photo,"#fitness, #beauty, #travel",1339624,2152210,,9,47,Australia,Food,Yes,Active
INF7057,Olivia Taylor,michael_brown56,4644843,929,3377,84549,7400,1.98,Reel,"#instagood, #fitness, #beauty",1423112,1973192,,8,14,Germany,Photography,Yes,Inactive
INF7655,Michael Brown,emily_davis39,2120234,824,1786,12183,775,0.61,Photo,"#beauty, #foodie",1325609,2070414,,0,22,Australia,Fitness,No,Inactive
INF8377,James Anderson,alice_johnson66,1191634,122,4067,42445,3895,3.89,Story,"#music, #gaming",833018,1298887,358537,2,39,India,Travel,Yes,Active
INF4628,Isabella Thomas,sophia_wilson23,1005896,908,1170,32684,687,3.32,Video,#love,338249,545016,,18,36,Brazil,Beauty,Yes,Inactive
INF5680,Alice Johnson,michael_brown71,3431762,515,1465,225743,6278,6.76,Video,"#foodie, #gaming",2390567,4582064,,9,12,India,Fitness,No,Active
INF8933,Sophia Wilson,sophia_wilson48,4312333,698,598,361111,35667,9.2,Photo,"#instagood, #tech, #foodie, #fitness, #fashion",2824299,4565660,,0,28,UK,Gaming,No,Inactive
INF5173,Sophia Wilson,emily_davis43,154979,694,1605,10488,992,7.41,Photo,"#instagood, #fitness",84105,149463,,7,26,Japan,Travel,Yes,Inactive
INF3785,James Anderson,michael_brown89,4400126,757,3639,429227,9608,9.97,Video,"#fashion, #beauty, #instagood, #tech",2436785,4156261,,16,47,Brazil,Music,Yes,Active
INF3415,Michael Brown,olivia_taylor39,4753004,852,4816,151408,9438,3.38,Story,"#foodie, #beauty, #tech",2485107,4904456,1260048,18,49,Brazil,Travel,No,Active
INF1359,James Anderson,james_anderson49,2673594,279,4790,64669,1751,2.48,Reel,"#love, #gaming",1366212,1788138,,10,42,UK,Gaming,Yes,Active
INF1637,Isabella Thomas,david_smith40,2209287,66,4375,189929,11336,9.11,Photo,#gaming,1261486,2439961,,12,24,Germany,Fashion,No,Inactive
INF9011,Emily Davis,alice_johnson74,1352506,226,1399,78616,4783,6.17,Photo,"#foodie, #gaming",414362,679514,,15,41,Brazil,Comedy,Yes,Active
INF9916,James Anderson,sophia_wilson71,2676666,410,2019,57607,3943,2.3,Reel,"#instagood, #tech, #foodie, #beauty, #gaming",1047809,1769131,,0,2,Brazil,Food,No,Inactive
INF8436,David Smith,alice_johnson59,587165,548,1540,39272,1478,6.94,Video,"#love, #tech",325033,518809,,16,21,India,Fashion,Yes,Inactive
INF4244,Isabella Thomas,michael_brown41,2162284,547,794,27227,2456,1.37,Photo,"#music, #fashion, #travel, #love",1459882,2547976,,7,21,Italy,Comedy,No,Inactive
INF5296,Emily Davis,sophia_wilson21,410347,842,1570,24136,1784,6.32,Video,"#tech, #beauty, #fitness, #gaming",97631,138304,,13,23,Australia,Beauty,Yes,Inactive
INF4976,Olivia Taylor,james_anderson24,2515010,497,654,17035,379,0.69,Story,"#travel, #beauty, #instagood, #tech, #gaming",1424664,2359099,586051,17,46,USA,Fashion,Yes,Inactive
INF4990,Daniel Martinez,olivia_taylor34,1268431,244,3352,106908,4321,8.77,Story,"#travel, #foodie",489249,960394,316108,6,12,UK,Photography,No,Active
INF5938,Sophia Wilson,emily_davis13,2685898,169,4679,159872,11584,6.38,Reel,"#gaming, #instagood, #tech",925838,1362075,,11,44,USA,Fitness,No,Active
INF7443,Emily Davis,david_smith93,1235558,960,3337,53596,2741,4.56,Photo,"#foodie, #fashion, #instagood",387103,683873,,20,20,Germany,Beauty,No,Active
INF5185,Emily Davis,david_smith23,2220106,486,2476,49480,2789,2.35,Video,"#fashion, #love, #music",640455,1015056,,18,13,Italy,Beauty,Yes,Active
INF1648,Sophia Wilson,alice_johnson21,687947,570,1055,46975,2312,7.16,Reel,"#beauty, #foodie, #fashion, #music",440331,601415,,11,41,USA,Photography,No,Active
INF6590,Ethan White,ethan_white29,4353000,415,1067,259022,25874,6.54,Video,"#gaming, #fashion",1567236,2936948,,18,11,Brazil,Photography,Yes,Inactive
INF1647,Olivia Taylor,emily_davis99,1706739,481,3626,20184,652,1.22,Reel,"#beauty, #foodie, #travel, #tech",736047,1434644,,4,9,Brazil,Beauty,No,Active
INF3048,Michael Brown,sophia_wilson33,1750032,596,3112,67284,5784,4.18,Story,"#instagood, #beauty, #foodie, #fitness",415862,710433,249160,15,43,UK,Fashion,No,Active
INF2473,David Smith,daniel_martinez78,2890660,357,1663,117571,5729,4.27,Video,#tech,946613,1892906,,5,30,USA,Fashion,Yes,Active
INF6879,Olivia Taylor,emily_davis78,3379941,380,502,248650,18628,7.91,Photo,"#beauty, #tech, #instagood",1440805,2738683,,0,48,Brazil,Tech,No,Active
INF2586,Alice Johnson,sophia_wilson83,4491519,925,670,150053,4357,3.44,Photo,#travel,3273143,4766421,,4,49,Italy,Food,No,Inactive
INF1791,David Smith,daniel_martinez29,2731120,882,3612,174194,13360,6.87,Reel,"#tech, #travel, #foodie, #love, #instagood",2142312,3553346,,20,5,Australia,Photography,Yes,Active
INF2896,David Smith,david_smith15,3894087,439,2391,27866,2220,0.77,Photo,"#fitness, #gaming, #fashion",975156,1301226,,7,44,UK,Comedy,Yes,Inactive
INF6210,Alice Johnson,emily_davis81,1078753,758,1853,64746,3777,6.35,Video,"#gaming, #tech, #travel, #instagood, #beauty",542821,1005552,,0,44,USA,Photography,No,Inactive
INF6658,Olivia Taylor,james_anderson44,2402350,466,186,94021,6098,4.17,Story,"#fitness, #foodie",1115984,1780565,712387,15,39,Australia,Travel,No,Active
INF2054,Alice Johnson,james_anderson53,1136748,709,4864,81764,1893,7.36,Story,"#love, #tech, #beauty, #fashion, #fitness",836083,1654280,358171,8,21,USA,Photography,Yes,Inactive
INF3530,Emily Davis,alice_johnson54,3234818,967,2228,298799,29644,10.15,Video,#instagood,2047671,3336236,,15,48,Canada,Music,Yes,Active
INF9411,James Anderson,david_smith99,1752038,776,4845,62865,1735,3.69,Photo,"#fashion, #fitness",886455,1451337,,5,20,USA,Beauty,No,Inactive
INF9429,Isabella Thomas,michael_brown66,1853193,292,1352,180278,15848,10.58,Photo,"#beauty, #travel, #gaming, #fitness, #music",1161409,1819052,,16,25,Germany,Tech,Yes,Inactive
INF5305,Alice Johnson,sophia_wilson63,2052551,330,1753,88097,2420,4.41,Photo,"#love, #beauty",482915,816910,,13,5,Germany,Photography,No,Inactive
INF3806,Sophia Wilson,ethan_white25,4623596,870,2953,28680,1479,0.65,Video,"#fashion, #instagood",3227934,5259514,,2,41,Germany,Fashion,Yes,Inactive
INF6898,David Smith,david_smith56,1071082,771,864,38092,2197,3.76,Video,"#music, #gaming, #instagood, #foodie",451716,890545,,5,2,Italy,Travel,Yes,Active
INF4034,Isabella Thomas,ethan_white24,4239902,183,2931,181596,7388,4.46,Photo,#music,3001336,4565640,,15,40,Canada,Music,No,Inactive
INF7100,Olivia Taylor,michael_brown23,1195112,125,1295,78565,2950,6.82,Photo,"#foodie, #love",381891,680659,,13,4,India,Music,No,Inactive
INF8615,James Anderson,james_anderson14,889884,969,2715,83802,7867,10.3,Photo,"#music, #travel, #instagood",248528,318859,,12,26,Brazil,Beauty,No,Active
INF8498,Emily Davis,james_anderson47,3510802,188,4915,182726,7263,5.41,Video,"#instagood, #fashion",2250745,3256731,,4,18,Canada,Gaming,No,Inactive
INF7055,James Anderson,isabella_thomas19,455598,603,2289,30860,2250,7.27,Photo,"#fashion, #love, #foodie",360289,672465,,3,39,Germany,Photography,No,Inactive
INF4660,Sophia Wilson,michael_brown14,2846902,135,1613,100806,5010,3.72,Photo,"#love, #beauty",1222793,2217509,,12,9,USA,Fashion,Yes,Active
INF9612,Daniel Martinez,michael_brown81,4515110,234,4308,79736,2953,1.83,Reel,"#instagood, #tech, #foodie, #music, #beauty",1581078,2925862,,4,33,Canada,Tech,No,Active
INF6698,Isabella Thomas,ethan_white22,2903485,520,2374,32855,1139,1.17,Photo,"#gaming, #foodie",1239928,2196459,,9,36,Australia,Comedy,Yes,Inactive
INF1567,James Anderson,emily_davis50,1640696,118,557,158780,12869,10.46,Photo,"#tech, #love, #music, #foodie",542977,677141,,17,13,Canada,Music,No,Inactive
INF9240,Olivia Taylor,alice_johnson78,1344683,213,4901,27692,674,2.11,Video,#music,563827,936969,,9,16,Italy,Tech,No,Inactive
INF1643,Alice Johnson,james_anderson69,328094,771,1121,8525,509,2.75,Reel,"#foodie, #tech",193007,355630,,6,43,Australia,Gaming,No,Active
INF3738,Sophia Wilson,ethan_white98,1393609,204,3695,24030,851,1.79,Video,#beauty,438247,720729,,9,44,Italy,Food,No,Inactive
INF9525,James Anderson,olivia_taylor40,4416009,93,416,25860,2030,0.63,Video,"#instagood, #tech, #gaming, #love, #foodie",2880951,4451669,,2,14,Australia,Gaming,No,Inactive
INF8451,Ethan White,daniel_martinez73,1354287,687,1380,14984,870,1.17,Story,"#love, #beauty, #travel",277959,424474,145021,16,37,Japan,Music,Yes,Inactive
INF8403,Emily Davis,david_smith51,4063911,829,976,102461,9371,2.75,Story,#music,2025991,3016436,804303,16,3,Brazil,Fashion,No,Inactive
INF6939,Alice Johnson,olivia_taylor71,1928031,83,3454,38486,1587,2.08,Video,"#fitness, #tech",1401018,2197027,,10,41,France,Tech,No,Active
INF9677,Isabella Thomas,emily_davis77,1919561,759,2092,172767,6262,9.33,Reel,"#fitness, #fashion, #foodie",1277416,1572278,,9,21,Italy,Tech,Yes,Active
INF6649,Alice Johnson,olivia_taylor91,4123846,185,2376,262360,16541,6.76,Video,"#travel, #foodie, #fashion",1935238,2819440,,17,14,India,Tech,Yes,Active
INF8133,Daniel Martinez,alice_johnson82,2310371,225,4533,90147,3369,4.05,Reel,"#instagood, #gaming, #fitness, #travel, #music",667210,1128101,,6,24,USA,Fashion,Yes,Inactive
INF8057,Olivia Taylor,michael_brown15,4409744,769,2798,354288,13463,8.34,Story,#foodie,2120163,3149492,912374,5,18,Germany,Music,Yes,Inactive
INF5385,Michael Brown,olivia_taylor23,1967392,716,228,66188,4846,3.61,Reel,#love,1458198,2009419,,17,5,India,Comedy,Yes,Active
INF5262,Isabella Thomas,david_smith48,4248448,251,2062,350945,26949,8.89,Photo,"#foodie, #music, #instagood, #travel",1908125,3003475,,15,6,Canada,Beauty,Yes,Inactive
INF2284,Alice Johnson,alice_johnson18,3957651,532,2840,71936,3775,1.91,Video,"#gaming, #fitness, #music",2716493,3824757,,20,46,Canada,Tech,No,Inactive
INF7586,Michael Brown,ethan_white69,2251327,352,2555,45530,3140,2.16,Video,#instagood,863418,1141361,,0,43,Germany,Beauty,Yes,Active
INF8349,Alice Johnson,emily_davis40,276375,690,1587,27594,1359,10.48,Story,"#fashion, #foodie",211317,349344,116334,6,23,Germany,Comedy,No,Active
INF9463,Sophia Wilson,ethan_white51,1072972,655,3924,63190,2997,6.17,Video,"#foodie, #music, #love, #travel, #fashion",626948,805712,,15,2,Italy,Music,No,Active
INF9652,Daniel Martinez,emily_davis47,3338629,386,4409,280884,25917,9.19,Reel,"#instagood, #gaming, #fitness",909605,1116746,,13,46,Japan,Food,Yes,Inactive
INF7880,Daniel Martinez,isabella_thomas22,2900218,782,2804,111961,3848,3.99,Photo,"#tech, #travel, #music",1871784,3226635,,1,21,USA,Fitness,No,Inactive
INF6527,David Smith,daniel_martinez29,3892714,829,4108,93845,6428,2.58,Story,"#music, #foodie, #fashion",1920277,2336614,836652,8,4,Brazil,Fashion,Yes,Active
INF2400,Daniel Martinez,sophia_wilson12,3177823,339,277,84130,1976,2.71,Reel,#foodie,2461354,4013579,,11,43,Canada,Gaming,Yes,Active
INF1322,Daniel Martinez,james_anderson71,357164,616,3135,34143,1914,10.1,Photo,"#fashion, #fitness, #travel",263954,324053,,15,41,Germany,Music,No,Inactive
INF8045,Isabella Thomas,emily_davis85,1226280,922,3712,30730,2528,2.71,Photo,"#fitness, #instagood, #foodie, #travel, #gaming",449901,830235,,19,22,Italy,Food,Yes,Active
INF1210,Olivia Taylor,alice_johnson94,1115099,984,2330,85749,6637,8.29,Video,"#travel, #fitness",722706,1206696,,11,44,India,Travel,Yes,Inactive
INF2776,Daniel Martinez,alice_johnson45,1149108,451,1032,40271,2078,3.69,Video,"#gaming, #tech",244397,362741,,13,34,Germany,Photography,No,Active
INF1813,Emily Davis,david_smith83,3500643,334,4403,89903,4193,2.69,Reel,"#gaming, #instagood, #fitness, #love, #fashion",2338084,2848500,,6,47,Italy,Tech,No,Inactive
INF9351,Michael Brown,ethan_white19,3267909,768,1596,68761,2041,2.17,Photo,#beauty,947960,1578716,,20,28,Germany,Travel,Yes,Active
INF3591,Isabella Thomas,emily_davis88,3069545,957,4719,267681,15189,9.22,Story,"#love, #fitness",1370145,2112494,722476,19,8,Italy,Comedy,No,Inactive
INF5425,Alice Johnson,olivia_taylor98,2452011,312,3294,224407,17767,9.88,Reel,#foodie,1106760,1417450,,3,25,Brazil,Photography,Yes,Inactive
